user_id,course_id,rating,reviewcount,skills,level,certificatetype,duration,crediteligibility
28,12,3.15,23,Skill16,Advanced,Certificate,1-2 Weeks,False
3,42,2.9,87,Skill35,Beginner,Certificate,1-2 Months,True
74,43,3.11,53,Skill20,Advanced,Certificate,2-4 Weeks,True
7,43,2.96,28,Skill47,Intermediate,Certificate,2-4 Weeks,False
3,24,1.88,82,Skill8,Beginner,None,1-2 Months,False
2,16,3.88,67,Skill10,Intermediate,None,2-4 Weeks,True
29,16,1.79,76,Skill48,Intermediate,Certificate,1-2 Weeks,True
58,11,1.48,72,Skill17,Intermediate,Certificate,1-2 Months,True
10,19,1.23,76,Skill10,Intermediate,Certificate,3-6 Months,False
47,47,1.62,85,Skill36,Beginner,Certificate,1-2 Months,True
55,39,2.39,48,Skill2,Intermediate,Certificate,2-4 Weeks,False
74,26,3.24,91,Skill29,Intermediate,None,1-2 Months,True
91,43,2.93,63,Skill13,Intermediate,None,2-4 Weeks,False
2,42,3.08,22,Skill8,Beginner,None,1-2 Weeks,True
51,23,2.76,7,Skill39,Beginner,None,2-4 Weeks,True
7,40,4.94,77,Skill21,Beginner,None,1-2 Weeks,False
28,41,3.11,74,Skill48,Intermediate,None,2-4 Weeks,True
46,35,3.35,61,Skill29,Intermediate,Certificate,3-6 Months,True
97,8,1.86,10,Skill6,Advanced,Certificate,3-6 Months,False
80,3,3.6,13,Skill43,Beginner,None,1-2 Months,False
4,24,1.93,19,Skill40,Beginner,Certificate,3-6 Months,False
71,4,2.65,87,Skill37,Intermediate,None,1-2 Months,True
74,16,2.74,46,Skill38,Advanced,Certificate,1-2 Weeks,True
12,47,3.86,81,Skill14,Intermediate,None,1-2 Weeks,False
1,4,4.34,4,Skill29,Advanced,Certificate,3-6 Months,True
18,31,4.7,54,Skill29,Intermediate,None,1-2 Months,True
99,5,2.19,64,Skill40,Intermediate,Certificate,2-4 Weeks,True
56,5,4.01,71,Skill47,Intermediate,None,1-2 Months,False
17,9,4.43,99,Skill47,Advanced,Certificate,1-2 Weeks,False
47,28,1.2,34,Skill33,Beginner,Certificate,1-2 Months,False
100,49,1.52,82,Skill20,Intermediate,Certificate,1-2 Months,True
30,21,1.92,44,Skill43,Advanced,None,1-2 Weeks,True
22,17,2.99,2,Skill7,Advanced,Certificate,1-2 Weeks,False
66,19,2.49,51,Skill44,Advanced,None,3-6 Months,True
57,15,1.89,78,Skill13,Intermediate,None,1-2 Weeks,False
36,10,4.75,45,Skill27,Beginner,Certificate,2-4 Weeks,False
81,41,4.45,84,Skill14,Advanced,None,3-6 Months,True
5,18,4.68,77,Skill5,Intermediate,Certificate,2-4 Weeks,True
4,38,1.95,85,Skill29,Advanced,None,2-4 Weeks,False
79,39,1.78,24,Skill7,Intermediate,None,1-2 Months,False
76,8,2.85,63,Skill26,Intermediate,Certificate,1-2 Weeks,False
16,47,2.35,20,Skill43,Advanced,Certificate,3-6 Months,False
83,14,3.32,36,Skill34,Beginner,None,3-6 Months,False
65,3,2.25,79,Skill9,Intermediate,None,1-2 Months,False
65,3,4.08,83,Skill23,Beginner,Certificate,3-6 Months,True
59,6,3.06,96,Skill19,Beginner,None,1-2 Weeks,True
8,29,4.03,26,Skill16,Advanced,Certificate,1-2 Months,False
40,19,1.58,78,Skill14,Intermediate,None,2-4 Weeks,False
75,47,2.29,80,Skill6,Intermediate,Certificate,1-2 Months,True
22,31,3.75,94,Skill21,Beginner,None,3-6 Months,True
72,37,2.21,75,Skill11,Beginner,None,2-4 Weeks,False
44,48,2.46,19,Skill32,Intermediate,Certificate,1-2 Weeks,True
75,35,1.81,7,Skill26,Beginner,Certificate,2-4 Weeks,True
23,20,3.21,68,Skill15,Advanced,None,1-2 Months,True
45,3,2.17,54,Skill12,Advanced,None,3-6 Months,False
38,30,1.02,29,Skill31,Intermediate,Certificate,3-6 Months,False
33,46,2.41,3,Skill28,Beginner,Certificate,2-4 Weeks,False
30,43,1.81,15,Skill1,Advanced,None,3-6 Months,False
93,8,2.68,24,Skill29,Advanced,Certificate,1-2 Months,False
73,14,2.59,1,Skill9,Beginner,None,3-6 Months,False
47,9,4.88,13,Skill26,Intermediate,Certificate,2-4 Weeks,True
5,20,3.0,84,Skill9,Beginner,None,1-2 Weeks,True
63,26,4.03,12,Skill14,Intermediate,Certificate,1-2 Months,True
77,32,4.93,96,Skill18,Beginner,Certificate,1-2 Weeks,True
63,4,4.15,82,Skill34,Advanced,Certificate,1-2 Weeks,False
63,17,4.35,95,Skill10,Advanced,None,1-2 Months,False
74,50,4.65,27,Skill8,Advanced,None,1-2 Months,True
11,7,1.96,45,Skill24,Intermediate,Certificate,3-6 Months,True
63,13,2.67,93,Skill4,Beginner,None,2-4 Weeks,False
1,3,3.97,35,Skill28,Intermediate,Certificate,1-2 Months,True
71,26,3.36,50,Skill25,Beginner,Certificate,1-2 Weeks,False
57,40,2.42,30,Skill34,Advanced,Certificate,2-4 Weeks,True
57,13,3.97,78,Skill19,Intermediate,Certificate,1-2 Weeks,True
66,4,2.93,1,Skill4,Advanced,None,1-2 Weeks,True
90,25,1.19,55,Skill46,Intermediate,None,3-6 Months,True
35,37,2.42,43,Skill37,Beginner,None,1-2 Weeks,True
94,30,2.53,21,Skill31,Advanced,Certificate,1-2 Months,False
17,31,4.59,6,Skill10,Advanced,Certificate,1-2 Weeks,False
94,5,3.48,54,Skill0,Beginner,None,2-4 Weeks,True
68,39,1.8,31,Skill41,Beginner,None,1-2 Weeks,False
88,5,1.74,87,Skill20,Beginner,None,1-2 Months,True
37,32,3.47,38,Skill44,Advanced,None,3-6 Months,True
5,11,3.15,61,Skill19,Intermediate,None,1-2 Weeks,True
51,44,3.77,37,Skill2,Intermediate,None,3-6 Months,False
82,17,2.29,40,Skill12,Beginner,Certificate,3-6 Months,False
94,43,4.58,77,Skill38,Advanced,None,3-6 Months,True
70,23,1.17,98,Skill14,Intermediate,None,1-2 Weeks,False
40,46,2.19,35,Skill41,Beginner,None,3-6 Months,True
77,48,2.01,11,Skill1,Advanced,None,2-4 Weeks,True
38,2,3.67,41,Skill7,Beginner,Certificate,2-4 Weeks,True
69,22,4.21,11,Skill12,Beginner,None,1-2 Months,False
80,1,4.71,28,Skill0,Advanced,None,1-2 Weeks,False
82,30,1.2,64,Skill36,Beginner,None,2-4 Weeks,False
66,3,1.86,63,Skill27,Intermediate,Certificate,1-2 Weeks,True
7,40,3.52,57,Skill22,Advanced,None,3-6 Months,False
22,12,2.7,96,Skill30,Intermediate,Certificate,3-6 Months,True
14,42,3.69,28,Skill17,Beginner,Certificate,1-2 Weeks,True
57,24,3.93,62,Skill34,Beginner,Certificate,1-2 Weeks,False
6,44,1.55,79,Skill17,Intermediate,None,3-6 Months,False
8,4,4.98,32,Skill18,Advanced,Certificate,2-4 Weeks,True
87,46,2.81,5,Skill4,Advanced,Certificate,1-2 Months,False
2,9,1.51,65,Skill31,Intermediate,None,2-4 Weeks,True
56,2,2.99,98,Skill11,Intermediate,Certificate,2-4 Weeks,False
77,48,3.05,90,Skill12,Beginner,Certificate,2-4 Weeks,True
29,22,1.84,80,Skill40,Advanced,Certificate,1-2 Months,False
99,13,1.03,58,Skill34,Beginner,None,3-6 Months,True
40,39,1.26,10,Skill31,Intermediate,Certificate,2-4 Weeks,False
4,11,2.69,59,Skill46,Beginner,Certificate,1-2 Months,True
50,14,2.05,18,Skill7,Advanced,None,1-2 Months,True
81,17,4.04,53,Skill45,Beginner,None,1-2 Weeks,True
20,49,4.66,79,Skill46,Advanced,Certificate,1-2 Weeks,True
17,11,2.6,77,Skill41,Intermediate,None,3-6 Months,True
57,10,1.91,77,Skill40,Advanced,None,3-6 Months,True
24,48,3.34,14,Skill16,Beginner,None,1-2 Months,False
63,11,3.09,45,Skill13,Advanced,Certificate,1-2 Months,False
19,43,4.63,71,Skill5,Intermediate,Certificate,1-2 Weeks,False
68,36,1.41,86,Skill11,Beginner,None,3-6 Months,False
51,18,1.93,99,Skill14,Intermediate,None,1-2 Weeks,True
75,35,3.66,40,Skill12,Advanced,Certificate,3-6 Months,True
93,40,1.53,48,Skill13,Intermediate,Certificate,1-2 Weeks,False
1,46,2.2,44,Skill3,Advanced,Certificate,1-2 Weeks,True
80,49,2.96,27,Skill43,Advanced,None,1-2 Weeks,False
39,13,2.05,9,Skill43,Advanced,Certificate,1-2 Weeks,False
98,32,1.57,47,Skill20,Intermediate,Certificate,1-2 Weeks,True
15,14,4.69,77,Skill45,Beginner,Certificate,2-4 Weeks,True
84,22,4.58,89,Skill41,Intermediate,Certificate,3-6 Months,True
96,18,3.27,1,Skill11,Advanced,None,1-2 Weeks,False
27,36,4.69,3,Skill28,Beginner,None,3-6 Months,False
53,5,1.12,61,Skill32,Beginner,None,2-4 Weeks,True
90,8,2.18,1,Skill6,Intermediate,Certificate,1-2 Weeks,True
62,16,1.71,98,Skill3,Intermediate,Certificate,1-2 Weeks,True
78,11,2.38,45,Skill38,Beginner,Certificate,1-2 Weeks,False
26,40,2.33,88,Skill3,Advanced,Certificate,2-4 Weeks,True
47,16,2.38,15,Skill26,Intermediate,None,3-6 Months,False
86,1,3.13,94,Skill9,Advanced,Certificate,2-4 Weeks,False
42,43,4.55,20,Skill24,Advanced,None,1-2 Months,False
16,28,1.26,70,Skill38,Intermediate,Certificate,3-6 Months,True
7,47,3.08,4,Skill22,Beginner,None,1-2 Months,False
4,11,4.8,65,Skill30,Beginner,None,1-2 Months,True
63,9,2.38,5,Skill37,Advanced,Certificate,1-2 Months,False
66,21,4.48,17,Skill14,Intermediate,None,2-4 Weeks,False
48,41,3.98,80,Skill32,Beginner,Certificate,1-2 Weeks,False
38,37,4.22,71,Skill30,Intermediate,None,1-2 Weeks,False
71,40,1.76,66,Skill46,Advanced,Certificate,2-4 Weeks,True
32,17,3.51,42,Skill31,Intermediate,None,3-6 Months,False
8,1,3.01,5,Skill8,Beginner,None,2-4 Weeks,False
25,12,2.49,67,Skill39,Intermediate,Certificate,1-2 Months,False
46,46,3.81,67,Skill23,Beginner,None,2-4 Weeks,True
19,14,1.42,31,Skill21,Intermediate,None,3-6 Months,False
1,3,3.72,62,Skill8,Beginner,None,2-4 Weeks,False
41,50,1.24,30,Skill2,Beginner,None,2-4 Weeks,False
93,8,1.49,98,Skill17,Advanced,Certificate,2-4 Weeks,True
24,16,3.1,36,Skill31,Beginner,Certificate,2-4 Weeks,True
19,35,2.66,64,Skill4,Advanced,None,2-4 Weeks,False
95,37,1.53,6,Skill44,Intermediate,None,3-6 Months,True
89,37,1.95,29,Skill46,Intermediate,None,3-6 Months,True
32,2,3.71,95,Skill14,Advanced,Certificate,1-2 Weeks,False
53,26,4.39,61,Skill8,Intermediate,None,2-4 Weeks,True
2,13,3.02,7,Skill44,Advanced,None,1-2 Weeks,True
32,30,1.79,68,Skill39,Advanced,None,2-4 Weeks,False
83,30,4.9,95,Skill24,Intermediate,Certificate,1-2 Weeks,False
21,26,2.54,51,Skill42,Beginner,None,1-2 Weeks,True
44,6,2.31,93,Skill44,Beginner,None,1-2 Months,True
23,22,2.22,55,Skill16,Beginner,None,2-4 Weeks,True
72,23,3.69,58,Skill18,Beginner,None,1-2 Weeks,False
62,28,3.15,66,Skill5,Advanced,None,2-4 Weeks,True
81,39,3.82,77,Skill35,Advanced,None,2-4 Weeks,True
8,38,4.61,4,Skill20,Beginner,None,1-2 Months,True
98,33,3.41,85,Skill45,Beginner,Certificate,2-4 Weeks,False
1,4,4.13,26,Skill16,Advanced,None,1-2 Months,False
56,45,4.47,9,Skill15,Intermediate,Certificate,1-2 Months,False
74,2,3.78,54,Skill3,Intermediate,Certificate,1-2 Weeks,True
82,12,4.27,54,Skill46,Intermediate,None,2-4 Weeks,True
70,25,1.87,57,Skill16,Intermediate,None,2-4 Weeks,False
10,25,1.85,95,Skill9,Beginner,Certificate,3-6 Months,True
11,28,2.77,18,Skill29,Intermediate,None,2-4 Weeks,True
86,6,3.27,50,Skill1,Intermediate,Certificate,2-4 Weeks,True
31,36,1.07,80,Skill34,Advanced,None,3-6 Months,False
74,24,2.26,56,Skill25,Intermediate,Certificate,1-2 Weeks,True
66,21,4.87,87,Skill47,Advanced,None,1-2 Months,True
69,41,4.19,14,Skill22,Intermediate,Certificate,3-6 Months,True
19,18,3.45,6,Skill16,Intermediate,Certificate,1-2 Months,True
51,45,4.25,14,Skill19,Beginner,Certificate,1-2 Months,False
65,33,4.18,88,Skill0,Beginner,Certificate,2-4 Weeks,False
48,42,3.54,66,Skill32,Beginner,Certificate,1-2 Months,False
95,36,2.03,56,Skill47,Advanced,None,2-4 Weeks,True
33,6,4.38,19,Skill43,Intermediate,None,1-2 Months,True
98,18,4.78,65,Skill14,Beginner,Certificate,3-6 Months,True
92,20,2.71,68,Skill0,Intermediate,Certificate,2-4 Weeks,False
61,35,1.27,24,Skill11,Intermediate,Certificate,1-2 Weeks,True
32,41,3.53,56,Skill42,Intermediate,Certificate,3-6 Months,True
26,17,1.7,96,Skill19,Intermediate,Certificate,1-2 Months,False
60,13,4.19,96,Skill34,Advanced,None,2-4 Weeks,False
39,14,4.94,3,Skill3,Beginner,Certificate,1-2 Months,True
57,19,2.2,54,Skill40,Intermediate,None,3-6 Months,False
56,25,1.15,12,Skill1,Advanced,Certificate,2-4 Weeks,True
62,8,4.42,42,Skill6,Intermediate,None,2-4 Weeks,False
55,16,2.85,46,Skill18,Intermediate,Certificate,2-4 Weeks,False
7,17,3.84,4,Skill31,Beginner,Certificate,1-2 Weeks,False
53,33,1.12,68,Skill31,Beginner,None,1-2 Weeks,True
47,33,2.2,32,Skill32,Intermediate,Certificate,3-6 Months,True
89,43,2.0,67,Skill44,Advanced,None,1-2 Months,True
99,44,1.28,77,Skill41,Advanced,None,3-6 Months,False
22,19,1.11,64,Skill38,Beginner,None,3-6 Months,True
99,4,4.75,10,Skill22,Advanced,Certificate,3-6 Months,False
37,36,3.88,59,Skill38,Beginner,Certificate,3-6 Months,True
81,21,2.49,89,Skill44,Intermediate,Certificate,1-2 Months,True
81,15,1.49,72,Skill19,Beginner,None,1-2 Weeks,True
75,10,3.33,19,Skill5,Advanced,Certificate,2-4 Weeks,True
44,9,3.56,21,Skill17,Beginner,None,3-6 Months,True
76,11,3.6,20,Skill31,Intermediate,Certificate,2-4 Weeks,False
87,2,4.07,94,Skill23,Intermediate,Certificate,2-4 Weeks,True
71,20,1.03,21,Skill45,Intermediate,Certificate,3-6 Months,True
30,48,2.45,14,Skill2,Beginner,Certificate,2-4 Weeks,False
21,15,1.96,71,Skill3,Advanced,None,1-2 Months,False
82,25,3.84,35,Skill34,Advanced,None,2-4 Weeks,True
89,7,1.11,23,Skill38,Beginner,Certificate,3-6 Months,False
90,1,4.31,19,Skill9,Beginner,Certificate,1-2 Weeks,False
95,29,4.61,56,Skill21,Beginner,None,2-4 Weeks,True
30,10,3.01,31,Skill40,Intermediate,Certificate,1-2 Months,False
28,1,1.2,83,Skill37,Beginner,Certificate,1-2 Weeks,True
75,48,3.52,90,Skill19,Intermediate,None,1-2 Weeks,False
2,12,2.61,73,Skill28,Beginner,None,2-4 Weeks,True
51,3,3.26,33,Skill36,Intermediate,Certificate,3-6 Months,False
89,45,3.66,92,Skill44,Beginner,None,2-4 Weeks,False
93,43,4.32,44,Skill32,Beginner,Certificate,2-4 Weeks,True
21,41,2.16,49,Skill8,Beginner,None,1-2 Weeks,True
24,45,2.7,78,Skill46,Beginner,None,2-4 Weeks,False
37,1,2.8,11,Skill7,Advanced,None,1-2 Months,True
95,49,3.55,46,Skill7,Intermediate,None,1-2 Weeks,False
33,12,2.28,49,Skill13,Advanced,None,1-2 Months,False
24,1,3.72,29,Skill32,Beginner,None,3-6 Months,False
85,41,4.98,85,Skill33,Beginner,None,1-2 Months,False
24,28,1.05,62,Skill10,Advanced,None,2-4 Weeks,False
46,47,1.76,12,Skill24,Advanced,None,1-2 Weeks,True
47,10,2.11,24,Skill14,Advanced,Certificate,3-6 Months,True
13,48,3.98,88,Skill49,Beginner,Certificate,2-4 Weeks,True
67,20,2.61,31,Skill22,Beginner,None,1-2 Months,False
48,18,4.64,61,Skill12,Advanced,Certificate,1-2 Months,True
57,31,2.37,99,Skill0,Beginner,Certificate,1-2 Weeks,False
32,41,1.97,92,Skill43,Advanced,Certificate,1-2 Weeks,False
3,25,3.48,57,Skill19,Beginner,Certificate,3-6 Months,False
51,36,3.22,87,Skill34,Advanced,None,2-4 Weeks,True
8,50,3.48,38,Skill19,Advanced,Certificate,2-4 Weeks,True
33,39,2.03,24,Skill24,Beginner,None,1-2 Months,True
36,9,3.54,53,Skill4,Advanced,None,2-4 Weeks,True
34,5,1.41,91,Skill15,Beginner,None,1-2 Months,True
48,42,3.49,40,Skill45,Beginner,Certificate,1-2 Weeks,True
60,2,3.78,67,Skill16,Intermediate,Certificate,1-2 Months,True
54,30,1.09,36,Skill14,Advanced,Certificate,3-6 Months,False
8,27,2.78,1,Skill22,Advanced,Certificate,1-2 Weeks,True
97,43,1.46,33,Skill27,Advanced,None,2-4 Weeks,False
18,32,4.26,40,Skill1,Beginner,None,1-2 Weeks,False
62,44,3.0,50,Skill33,Beginner,Certificate,2-4 Weeks,True
46,5,2.59,2,Skill49,Advanced,Certificate,1-2 Weeks,False
73,29,3.98,51,Skill36,Advanced,None,1-2 Months,False
9,20,3.93,48,Skill46,Advanced,None,1-2 Weeks,False
61,28,3.35,27,Skill31,Intermediate,Certificate,2-4 Weeks,False
6,15,2.77,17,Skill21,Intermediate,None,3-6 Months,False
45,49,1.77,40,Skill8,Advanced,Certificate,1-2 Weeks,True
98,7,1.17,84,Skill26,Intermediate,None,1-2 Months,True
